Name;Northing;Easting;Elevation;Waypoint;soil_moist;Average_so;F5cm;F10cm;F15cm;Soil_class;O_horizon;Kpa5;Kpa10;Kpa15;Prob;Classified
3218;7135313.6107;732070.73065;286.85649;3218;90;25;21;26;29;3;9;87.506988;134.670485;177.361583;95;2
3219;7135307.94089;732068.19796;282.67388;3219;100;25;20;28;29;3;8;91.339022;125.82733;177.361583;92;2
3220;7135302.69549;732067.87368;284.54891;3220;50;30;27;39;50;3;6;70.475725;93.402425;107.433565;95;2
3221;7135329.25887;732067.85018;285.99663;3221;100;35;22;27;31;5;40;84.02332;130.085145;166.619952;98;3
3222;7135331.70234;732069.19003;287.1591;3222;100;20;17;27;28;4;30;105.54009;130.085145;183.307843;97;3
3223;7135335.73901;732066.56571;288.79064;3223;100;20;13;13;14;4;20;134.670485;258.474667;355.749381;95;2
3224;7135340.83252;732071.78158;289.23774;3224;100;20;18;21;23;4;20;100.280435;164.147672;220.795134;95;2
3300;7132821.53744;731217.88138;241.01815;3300;45;40;18;29;50;5;10;100.280435;121.863156;107.433565;97;2
3301;7132820.23035;731221.92964;248.61648;3301;14;30;12;16;21;3;3;144.987501;212.048099;240.788355;94;2
3302;7132828.55802;731223.90056;245.83796;3302;18;25;10;16;20;3;5;171.81174;212.048099;252.284458;94;2
3303;7132831.86908;731225.38022;241.55875;3303;20;30;10;16;21;3;2;171.81174;212.048099;240.788355;92;2
3304;7132817.22212;731220.40402;245.51198;3304;30;40;14;27;42;5;4;125.82733;130.085145;125.82733;97;2
3305;7132813.82385;731212.13123;243.46728;3305;20;20;12;17;19;3;3;144.987501;200.213876;264.990677;82;2
3306;7132809.71523;731210.44381;247.98313;3306;10;15;6;11;15;3;2;279.108697;303.49437;332.757176;85;2
3320;7135357.44887;731974.40938;291.3813;3320;40;20;21;42;63;4;20;87.506988;87.506988;87.506988;94;2
3321;7135350.42723;731979.72382;289.04033;3321;100;25;15;27;29;3;30;118.163261;130.085145;177.361583;99;3
3322;7135350.32041;731983.13407;281.76839;3322;100;40;19;60;60;3;50;95.574428;64.514782;91.339022;99;3
3323;7135348.05467;731987.07069;284.61226;3323;100;40;22;83;85;5;50;84.02332;49.648337;67.670575;99;3
3324;7135357.43495;731975.90819;282.01668;3324;60;20;19;38;42;4;30;95.574428;95.574428;125.82733;94;2
3325;7135359.01171;731970.30785;294.58612;3325;80;20;16;18;18;3;18;111.457201;189.694566;279.108697;92;2
3326;7135362.7465;731968.34299;285.13714;3326;35;20;41;51;53;3;13;50.121288;73.982161;101.967494;98;2
3400;7133341.98369;730983.80428;256.60411;3400;50;40;22;35;46;5;50;84.02332;102.835124;115.830719;98;2
3401;7133342.18186;730980.68711;261.16292;3401;57;30;20;39;43;4;21;91.339022;93.402425;123.153817;95;2
3402;7133343.95767;730975.20417;257.45366;3402;100;30;28;28;28;4;30;68.346817;125.82733;183.307843;96;2
3403;7133342.3693;730972.82989;256.73924;3403;100;40;29;39;43;4;20;66.36473;93.402425;123.153817;96;2
3404;7133344.3857;730967.46278;264.09675;3404;100;40;21;34;39;4;21;87.506988;105.54009;134.670485;95;2
3405;7133341.96856;730964.08482;258.90884;3405;100;30;30;34;38;4;30;64.514782;105.54009;137.92849;93;2
3406;7133335.9669;730962.54461;255.66975;3406;85;35;29;35;36;4;20;66.36473;102.835124;144.987501;91;2
3407;7133337.13258;730958.85628;259.51336;3407;80;30;18;27;34;4;12;100.280435;130.085145;152.876983;90;2
3408;7133331.20437;730959.4309;256.65953;3408;50;30;25;27;31;4;13;75.244478;130.085145;166.619952;91;2
3409;7133327.3466;730956.36533;257.67721;3409;50;10;21;27;30;3;14;87.506988;130.085145;171.81174;86;2
3410;7133341.25413;730985.25572;261.03662;3410;80;40;18;48;56;5;50;100.280435;77.926902;97.087073;97;2
3411;7133342.13965;730988.818;257.66921;3411;100;60;33;41;50;4;60;59.637648;89.376273;107.433565;95;2
3412;7133342.86731;730991.8801;258.57411;3412;100;20;27;32;32;4;40;70.475725;111.457201;161.75265;97;2
3413;7133343.26277;730995.9913;256.63391;3413;100;30;24;28;33;3;18;77.926902;125.82733;157.180337;88;2
3414;7133344.27333;731000.74237;258.48067;3414;60;40;16;30;33;3;10;111.457201;118.163261;157.180337;83;2
3415;7133864.73947;731064.04202;265.53521;3415;100;10;30;40;42;5;25;64.514782;91.339022;125.82733;73;2
3416;7133866.33474;731059.92144;274.5685;3416;90;20;16;21;25;3;20;111.457201;164.147672;204.000827;87;2
3417;7133863.21946;731055.7899;271.0785;3417;25;15;10;13;16;3;6;171.81174;258.474667;312.638997;32;1
3418;7133864.80996;731052.61371;269.67074;3418;14;25;17;24;29;3;15;105.54009;144.987501;177.361583;47;1
3419;7133862.72191;731049.36273;273.90454;3419;25;25;15;17;19;4;20;118.163261;200.213876;264.990677;59;1
3421;7133863.0347;731045.46747;268.27171;3421;35;25;12;13;17;3;7;144.987501;258.474667;294.887662;51;1
3422;7133866.09192;731066.22031;269.82933;3422;100;30;29;33;34;5;30;66.36473;108.408992;152.876983;75;2
3424;7133863.67299;731069.25115;268.73398;3424;20;20;11;16;19;3;7;157.180337;212.048099;264.990677;74;2
3425;7133861.94684;731072.22233;274.79438;3425;0;20;7;10;12;3;9;240.788355;332.757176;413.229894;66;2
3600;7134139.81196;731422.09567;277.8687;3600;50;75;15;42;61;4;75;118.163261;87.506988;90.019797;67;2
3601;7134140.10552;731428.32719;286.2473;3601;90;75;18;51;74;3;75;100.280435;73.982161;76.114454;89;2
3602;7134145.4446;731431.06069;277.66206;3602;100;50;16;38;51;3;75;111.457201;95.574428;105.54009;86;2
3603;7134147.82441;731432.65218;281.15866;3603;100;75;30;44;50;3;63;64.514782;84.02332;107.433565;67;2
3604;7134141.14424;731420.65542;278.95373;3604;100;70;25;39;53;5;75;75.244478;93.402425;101.967494;84;2
3605;7134140.55369;731414.89813;283.76964;3605;100;60;21;49;71;3;75;87.506988;76.558319;78.871418;92;2
3606;7134137.41087;731414.04355;278.06489;3606;100;60;27;43;64;4;75;70.475725;85.724646;86.309477;89;2
3607;7133190.85214;731037.34786;256.11888;3607;100;60;24;41;49;5;70;77.926902;89.376273;109.404326;97;2
3608;7133190.46067;731033.92771;258.79786;3608;80;4;20;33;42;4;50;91.339022;108.408992;125.82733;98;2
3609;7133188.2406;731031.58687;257.60368;3609;100;50;26;35;47;4;50;72.768395;102.835124;113.597433;98;2
3610;7133184.48148;731029.11773;256.74308;3610;45;40;26;32;35;3;15;72.768395;111.457201;148.819535;95;2
3611;7133180.05777;731023.48013;263.48593;3611;50;50;9;16;23;3;8;189.694566;212.048099;220.795134;83;2
3612;7133179.60447;731022.70748;255.00896;3612;45;50;18;21;25;4;25;100.280435;164.147672;204.000827;69;2
3613;7133198.50977;731040.10938;260.23387;3613;100;60;33;46;64;5;75;59.637648;80.84258;86.309477;98;2
3614;7133194.78639;731042.50447;258.3913;3614;100;60;26;41;50;4;21;72.768395;89.376273;107.433565;98;2
3615;7133198.80253;731046.37402;257.14311;3615;100;50;25;28;31;4;19;75.244478;125.82733;166.619952;94;2
3616;7133201.73213;731048.78642;253.98619;3616;100;40;28;37;40;4;11;68.346817;97.863837;131.575381;96;2
3617;7133202.71194;731052.29522;259.07163;3617;45;30;12;27;30;3;8;144.987501;130.085145;171.81174;90;2
3618;7133205.66839;731055.22072;254.58545;3618;30;30;9;17;24;3;7;189.694566;200.213876;212.048099;85;2
3619;7133207.934;731057.27029;254.6851;3619;36;35;13;19;27;3;10;134.670485;180.282552;189.694566;77;2
3620;7134177.09908;731410.0324;282.35263;3620;95;60;19;50;64;5;65;95.574428;75.244478;86.309477;88;2
3621;7134181.25272;731412.9648;280.66605;3621;50;50;7;26;31;3;25;240.788355;134.670485;166.619952;65;2
3622;7134180.84952;731413.63335;274.10588;3622;20;40;13;17;21;3;7;134.670485;200.213876;240.788355;65;2
3623;7134184.23971;731417.75703;286.79162;3623;15;25;15;18;22;3;9;118.163261;189.694566;230.337353;6;1
3624;7134172.74477;731408.13162;289.15317;3624;15;70;32;48;63;5;75;61.161753;77.926902;87.506988;89;2
3625;7134173.66837;731403.07768;281.81745;3625;60;70;22;43;58;3;75;84.02332;85.724646;94.113943;85;2
3626;7134171.01344;731401.05957;282.17504;3626;100;70;35;51;68;3;75;56.850714;73.982161;81.871643;87;2
3627;7134168.04064;731394.34289;287.49549;3627;55;50;38;61;81;3;50;53.220366;63.635299;70.475725;84;2
3628;7134170.37342;731395.68953;280.12363;3628;100;25;20;22;24;3;30;91.339022;157.180337;212.048099;86;2
3900;7133371.77622;730947.50481;259.03541;3900;100;50;25;53;64;5;70;75.244478;71.600431;86.309477;98;2
3901;7133374.97084;730948.61309;256.91176;3901;100;50;40;47;64;4;50;51.102663;79.353723;86.309477;95;2
3902;7133378.78279;730949.82397;260.04041;3902;100;50;40;53;62;4;75;51.102663;71.600431;88.743128;96;2
3903;7133382.10182;730951.51126;258.27111;3903;100;60;38;52;62;4;75;53.220366;72.768395;88.743128;97;2
3904;7133386.47727;730951.74297;258.48892;3904;100;40;41;55;60;4;75;50.121288;69.391917;91.339022;96;2
3905;7133389.09576;730953.26598;260.77324;3905;100;40;35;48;52;4;50;56.850714;77.926902;103.71944;97;2
3906;7133393.79085;730955.53814;259.07017;3906;100;40;50;71;84;4;75;43.055391;56.203046;68.346817;94;2
3907;7133395.07612;730955.53954;261.84001;3907;100;90;36;44;63;4;50;55.573369;84.02332;87.506988;96;2
3908;7133404.50628;730960.94604;257.51085;3908;100;40;32;37;40;4;20;61.161753;97.863837;131.575381;89;2
3909;7133406.82848;730968.86168;258.51153;3909;45;50;19;27;37;3;6;95.574428;130.085145;141.362603;64;2
3910;7133410.92403;730975.32426;258.40243;3910;25;30;20;27;33;3;9;91.339022;130.085145;157.180337;39;1
3911;7133369.38749;730946.16732;259.75505;3911;100;30;38;42;48;5;40;53.220366;87.506988;111.457201;98;2
3912;7133366.24973;730942.61894;262.35702;3912;100;75;23;28;46;4;75;80.84258;125.82733;115.830719;95;2
3913;7133362.52041;730941.52365;259.64624;3913;100;40;38;52;60;4;40;53.220366;72.768395;91.339022;94;2
3914;7133359.48152;730938.05773;257.85573;3914;35;15;25;33;35;3;7;75.244478;108.408992;148.819535;89;2
3915;7133356.42197;730935.72836;257.57646;3915;50;15;20;24;27;3;4;91.339022;144.987501;189.694566;76;2
4000;7133509.53672;732205.62514;249.52513;4000;85;35;26;34;39;5;12;72.768395;105.54009;134.670485;91;2
4001;7133504.88496;732203.40265;250.09114;4001;100;30;26;35;39;5;10;72.768395;102.835124;134.670485;79;2
4002;7133497.40916;732194.76559;252.51798;4002;100;30;27;31;34;5;30;70.475725;114.702069;152.876983;85;2
4003;7133502.75674;732201.33303;249.62554;4003;100;30;28;34;40;5;21;68.346817;105.54009;131.575381;72;2
4004;7133497.61007;732197.47855;249.05707;4004;90;30;24;31;40;5;10;77.926902;114.702069;131.575381;84;2
4005;7133500.13805;732188.33892;251.0633;4005;100;15;28;30;30;5;20;68.346817;118.163261;171.81174;81;2
4006;7133495.39225;732186.21138;250.85421;4006;100;15;20;25;26;5;20;91.339022;139.622653;196.572576;79;2
4007;7133493.2872;732179.33977;254.20129;4007;100;20;13;24;30;4;15;134.670485;144.987501;171.81174;60;2
4008;7133489.00744;732182.25509;249.20486;4008;60;50;14;26;40;3;4;125.82733;134.670485;131.575381;70;2
4009;7133486.37959;732176.77418;247.81331;4009;50;40;9;14;21;3;3;189.694566;240.788355;240.788355;18;1
4010;7133483.48382;732175.17439;251.9588;4010;30;25;13;16;16;2;7;134.670485;212.048099;312.638997;20;1
4011;7133481.25919;732170.54705;248.34931;4011;20;40;11;17;20;2;4;157.180337;200.213876;252.284458;9;1
4012;7133512.72345;732207.77431;248.77478;4012;55;40;20;27;30;5;40;91.339022;130.085145;171.81174;89;2
4013;7133515.87934;732210.92969;249.44597;4013;100;35;20;25;30;4;25;91.339022;139.622653;171.81174;75;2
4014;7133522.42997;732210.81462;250.25429;4014;50;40;15;20;24;4;12;118.163261;171.81174;212.048099;80;2
4015;7133531.85571;732213.0906;250.06527;4015;33;40;13;15;20;3;2;134.670485;225.460219;252.284458;23;1
4100;7133456.81798;732256.80968;248.42669;4100;80;35;25;43;53;5;35;75.244478;85.724646;101.967494;83;2
4101;7133453.67817;732253.88532;246.96987;4101;70;5;6;6;6;4;15;279.108697;547.351091;815.593485;90;2
4102;7133455.40717;732250.36199;246.90864;4102;65;30;20;30;41;4;14;91.339022;118.163261;128.631257;85;2
4103;7133452.93782;732245.3969;248.6754;4103;40;25;49;51;51;4;30;43.712311;73.982161;105.54009;56;2
4104;7133454.33799;732243.06014;246.04077;4104;40;15;24;25;25;3;15;77.926902;139.622653;204.000827;71;2
4105;7133458.67662;732237.65909;246.80863;4105;70;15;18;20;20;3;15;100.280435;171.81174;252.284458;77;2
4106;7133448.29408;732230.88102;246.60266;4106;100;20;26;37;39;3;20;72.768395;97.863837;134.670485;42;1
4107;7133449.50858;732224.95238;244.83408;4107;50;20;15;18;21;2;3;118.163261;189.694566;240.788355;24;1
4108;7133456.08304;732264.1965;248.66364;4108;50;50;27;36;46;5;21;70.475725;100.280435;115.830719;55;1
4109;7133457.08725;732268.24963;243.43096;4109;20;40;12;19;24;3;2;144.987501;180.282552;212.048099;5;1
4110;7133457.38196;732273.14192;254.48375;4110;18;30;13;19;23;2;4;134.670485;180.282552;220.795134;2;1
4111;7133365.69818;732311.06956;240.08876;4111;80;70;19;39;44;4;44;95.574428;93.402425;120.601828;83;2
4112;7133366.42805;732313.39269;242.24881;4112;30;40;15;20;25;3;6;118.163261;171.81174;204.000827;68;2
4113;7133370.35456;732318.01421;240.24729;4113;23;30;9;15;19;2;3;189.694566;225.460219;264.990677;32;1
4114;7133364.32437;732309.09801;240.63731;4114;75;65;26;45;61;4;70;72.768395;82.397609;90.019797;93;2
4115;7133366.17805;732305.71468;244.96369;4115;100;50;35;45;49;5;75;56.850714;82.397609;109.404326;93;2
4116;7133361.23546;732300.80034;240.65901;4116;100;50;41;56;66;5;60;50.121288;68.346817;84.02332;76;2
4117;7133359.82945;732299.18387;240.31451;4117;100;25;52;61;67;5;50;41.817349;63.635299;82.931424;68;2
4118;7133357.96033;732295.37693;242.75235;4118;100;35;26;31;36;5;20;72.768395;114.702069;144.987501;47;2
4119;7133357.03873;732292.72449;241.40904;4119;100;35;27;32;33;4;10;70.475725;111.457201;157.180337;57;2
4120;7133354.33957;732288.29686;242.19751;4120;60;10;9;10;10;3;4;189.694566;332.757176;493.702612;35;1
4121;7133352.22376;732285.00804;240.7171;4121;30;15;13;18;24;2;1;134.670485;189.694566;212.048099;22;1
4122;7133347.89723;732279.62671;244.2657;4122;45;35;11;16;21;2;5;157.180337;212.048099;240.788355;3;1
4123;7133521.81784;732200.90606;252.57481;4123;80;30;20;31;34;5;50;91.339022;114.702069;152.876983;86;2
4124;7133519.62732;732195.59167;249.5869;4124;100;30;37;42;43;5;35;54.36507;87.506988;123.153817;87;2
4125;7133514.03796;732202.13724;259.22303;4125;100;30;49;49;50;5;40;43.712311;76.558319;107.433565;90;2
4126;7133517.56184;732192.78841;249.58315;4126;100;40;38;50;53;5;50;53.220366;75.244478;101.967494;89;2
4127;7133516.81778;732186.65129;251.62235;4127;100;15;14;16;20;5;30;125.82733;212.048099;252.284458;89;2
4128;7133511.68764;732179.39221;251.96061;4128;100;30;14;38;38;5;40;125.82733;95.574428;137.92849;90;2
4129;7133512.19902;732177.85395;250.3512;4129;100;15;20;20;20;5;20;91.339022;171.81174;252.284458;88;2
4130;7133508.10236;732166.29792;249.05433;4131;100;15;47;53;55;5;20;45.110014;71.600431;98.654723;61;2
4131;7133512.54272;732175.13277;248.20902;4130;100;15;16;17;18;4;20;111.457201;200.213876;279.108697;87;2
4132;7133503.12586;732159.1211;253.00092;4132;100;15;13;20;23;3;2;134.670485;171.81174;220.795134;28;1
4133;7133501.64174;732152.47299;249.52438;4133;25;10;13;16;18;2;4;134.670485;212.048099;279.108697;9;1
4134;7133521.01578;732204.87154;249.00049;4134;80;40;25;48;49;5;40;75.244478;77.926902;109.404326;87;2
4135;7133521.79795;732207.861;256.20265;4135;50;20;14;20;29;4;12;125.82733;171.81174;177.361583;82;2
4136;7133524.96137;732208.3793;255.02412;4136;25;40;15;19;25;3;7;118.163261;180.282552;204.000827;80;2
4137;7133528.81683;732212.88615;249.71438;4137;20;40;18;25;30;3;5;100.280435;139.622653;171.81174;54;1
4138;7133531.2759;732214.28748;260.82017;4138;25;30;18;25;30;2;4;100.280435;139.622653;171.81174;4;1
4200;7133662.64051;732098.97565;259.08994;4200;50;30;14;21;27;5;70;125.82733;164.147672;189.694566;92;2
4201;7133664.97815;732102.44314;257.16922;4201;65;50;15;30;50;4;60;118.163261;118.163261;107.433565;93;2
4202;7133668.87361;732104.849;254.50513;4202;100;50;19;29;40;4;60;95.574428;121.863156;131.575381;83;2
4203;7133670.44374;732108.80166;255.6171;4203;35;50;13;21;28;3;3;134.670485;164.147672;183.307843;50;1
4204;7133672.9116;732112.09918;255.26162;4204;90;40;14;28;40;3;1;125.82733;125.82733;131.575381;30;1
4205;7133672.96385;732115.8012;256.51269;4205;30;35;10;15;21;3;3;171.81174;225.460219;240.788355;29;1
4206;7133675.74808;732120.05335;256.21984;4206;40;30;13;19;22;2;6;134.670485;180.282552;230.337353;23;1
4207;7133662.84002;732094.88156;254.77818;4207;33;65;10;18;27;5;50;171.81174;189.694566;189.694566;88;2
4208;7133660.21437;732091.85623;258.22341;4208;100;40;19;37;45;4;40;95.574428;97.863837;118.163261;94;2
4209;7133658.10256;732086.66187;257.65299;4209;100;40;32;39;42;4;30;61.161753;93.402425;125.82733;88;2
4210;7133658.91666;732080.7113;253.81512;4210;100;70;27;45;56;4;30;70.475725;82.397609;97.087073;73;2
4211;7133656.00982;732077.59532;254.08869;4211;100;40;24;33;37;4;23;77.926902;108.408992;141.362603;72;2
4212;7133651.61321;732074.63136;259.28989;4212;65;60;15;20;25;3;6;118.163261;171.81174;204.000827;75;2
4213;7133651.45308;732070.72066;257.36092;4213;30;40;10;16;23;2;2;171.81174;212.048099;220.795134;60;2
4214;7133651.32796;732070.0654;261.99359;4214;16;30;9;11;15;2;5;189.694566;303.49437;332.757176;60;2
4215;7133854.65182;731957.40687;264.10954;4215;60;30;18;30;53;5;8;100.280435;118.163261;101.967494;57;1
4216;7133851.97481;731955.4206;263.30259;4216;18;35;11;20;27;3;8;157.180337;171.81174;189.694566;4;1
4217;7133841.81339;731952.79637;274.9434;4217;15;20;14;19;21;2;3;125.82733;180.282552;240.788355;2;1
4218;7133847.98024;731947.56392;268.55841;4218;19;20;11;17;20;2;4;157.180337;200.213876;252.284458;2;1
4219;7133853.84104;731961.94818;265.63849;4219;100;40;24;35;42;5;30;77.926902;102.835124;125.82733;50;2
4220;7133857.02639;731963.59133;263.47496;4220;100;30;16;21;26;3;20;111.457201;164.147672;196.572576;75;2
4221;7133862.37323;731965.64038;268.27616;4221;35;20;13;20;24;3;7;134.670485;171.81174;212.048099;59;2
4222;7133865.10283;731969.6958;270.7024;4222;19;35;23;18;25;3;6;80.84258;189.694566;204.000827;52;2
4223;7133865.41584;731971.50954;264.55735;4223;32;35;16;22;26;3;10;111.457201;157.180337;196.572576;59;2
4300;7134103.39007;731788.09616;272.70251;4300;95;45;18;37;42;5;40;100.280435;97.863837;125.82733;87;2
4301;7134098.32698;731788.0377;275.30296;4301;0;35;40;49;52;4;50;51.102663;76.558319;103.71944;86;2
4302;7134095.54106;731788.52886;275.31072;4302;30;25;8;21;27;4;11;212.048099;164.147672;189.694566;86;2
4303;7134091.03376;731791.1314;276.56313;4303;70;15;23;27;30;3;5;80.84258;130.085145;171.81174;79;2
4304;7134088.19902;731792.11122;277.60875;4304;48;20;27;27;27;3;9;70.475725;130.085145;189.694566;77;2
4305;7134083.24605;731793.22181;274.28025;4305;30;15;8;15;17;3;6;212.048099;225.460219;294.887662;74;2
4306;7134074.80728;731796.08811;281.00116;4306;30;15;13;18;20;2;3;134.670485;189.694566;252.284458;39;1
4307;7134068.27864;731799.17121;277.70064;4307;20;30;11;15;17;2;6;157.180337;225.460219;294.887662;28;1
4308;7134060.91273;731798.33197;277.27006;4308;16;20;7;11;14;1;5;240.788355;303.49437;355.749381;3;1
4309;7134106.02895;731788.42969;278.74541;4309;100;30;13;35;43;5;50;134.670485;102.835124;123.153817;86;2
4310;7134112.35794;731786.7504;284.01585;4310;18;40;10;16;20;3;5;171.81174;212.048099;252.284458;50;1
4311;7134113.50021;731786.8931;274.25912;4311;20;20;18;23;28;3;6;100.280435;150.818857;183.307843;50;1
4312;7134117.61004;731786.81879;277.09314;4312;18;25;13;20;25;2;6;134.670485;171.81174;204.000827;7;1
4313;7134040.23353;731870.93894;269.94382;4313;100;70;23;33;54;5;70;80.84258;108.408992;100.280435;71;2
4314;7134044.33563;731871.49407;272.633;4314;60;40;20;26;29;3;13;91.339022;134.670485;177.361583;55;2
4315;7134044.29821;731877.13767;271.84477;4315;28;30;14;21;26;2;8;125.82733;164.147672;196.572576;3;1
4316;7134044.98546;731885.18965;275.88545;4316;18;22;14;24;27;1;5;125.82733;144.987501;189.694566;1;1
4317;7134036.87177;731868.53445;271.6627;4317;80;60;12;25;38;5;65;144.987501;139.622653;137.92849;84;2
4318;7134035.03297;731867.21739;270.64058;4318;30;20;26;28;30;4;30;72.768395;125.82733;171.81174;93;2
4319;7134034.98544;731862.90559;274.02578;4319;100;10;15;24;24;4;10;118.163261;144.987501;212.048099;85;2
4320;7134032.79812;731858.06433;274.02942;4320;32;15;13;18;15;4;6;134.670485;189.694566;332.757176;89;2
4321;7134028.65577;731852.35102;271.74752;4321;0;15;5;6;8;3;4;332.757176;547.351091;614.411689;70;2
4322;7134024.83199;731843.09393;271.3166;4322;30;20;5;12;20;2;6;332.757176;279.108697;252.284458;52;1
4323;7134030.4463;731855.05677;272.48373;4323;30;5;5;5;5;3;3;332.757176;654.648049;976.538921;71;2
4325;7134020.4318;731836.25978;271.35843;4325;20;30;14;18;28;2;6;125.82733;189.694566;183.307843;20;1
4400;7133964.3258;731909.96674;270.55092;4400;100;40;23;38;42;5;70;80.84258;95.574428;125.82733;68;2
4401;7133967.9282;731910.45384;269.49866;4401;19;50;13;19;25;3;7;134.670485;180.282552;204.000827;57;1
4402;7133971.24604;731913.11756;269.8825;4402;20;50;13;18;21;2;8;134.670485;189.694566;240.788355;17;1
4403;7133961.01467;731908.67424;271.03475;4403;100;15;25;26;26;5;30;75.244478;134.670485;196.572576;84;2
4404;7133960.55665;731901.35355;271.48146;4404;100;30;16;24;25;4;26;111.457201;144.987501;204.000827;82;2
4405;7133952.35401;731890.27883;276.01712;4405;100;30;14;25;36;4;35;125.82733;139.622653;144.987501;82;2
4406;7133954.32832;731891.53025;270.07964;4406;70;10;12;18;21;4;10;144.987501;189.694566;240.788355;73;2
4407;7133953.89892;731889.33167;269.30134;4407;55;20;18;22;25;4;7;100.280435;157.180337;204.000827;77;2
4408;7133951.73379;731886.95118;271.55825;4408;80;20;13;18;25;4;7;134.670485;189.694566;204.000827;71;2
4409;7133948.85298;731883.40651;270.53917;4409;100;20;15;18;23;4;6;118.163261;189.694566;220.795134;47;1
4410;7133947.63254;731878.61681;270.08809;4410;100;15;22;28;30;4;6;84.02332;125.82733;171.81174;57;1
4411;7133943.36069;731875.1689;272.68693;4411;65;15;14;19;26;3;8;125.82733;180.282552;196.572576;33;1
4412;7133943.59965;731872.16352;269.32456;4412;15;15;5;9;11;3;4;332.757176;368.522829;449.808402;24;1
4413;7133941.49458;731868.78021;269.57872;4413;23;35;12;18;25;2;5;144.987501;189.694566;204.000827;28;1
3800;7133291.78745;735818.3356;298.00456;3800;100;40;39;51;55;5;50;52.134364;73.982161;98.654723;90;2
3801;7133291.74879;735815.45192;300.9451;3801;100;40;31;47;54;5;60;62.784186;79.353723;100.280435;89;2
3802;7133292.49093;735808.79397;300.68202;3802;100;50;32;43;55;5;70;61.161753;85.724646;98.654723;92;2
3803;7133291.35931;735804.12411;299.0789;3803;100;50;36;50;59;5;70;55.573369;75.244478;92.702966;92;2
3804;7133292.89603;735801.20847;299.60408;3804;100;60;35;48;59;4;75;56.850714;77.926902;92.702966;93;2
3805;7133289.12783;735796.86192;300.25801;3805;100;65;47;56;64;5;75;45.110014;68.346817;86.309477;92;2
3806;7133291.77172;735794.16091;300.13438;3806;100;60;26;37;48;5;70;72.768395;97.863837;111.457201;92;2
3807;7133291.71651;735784.87229;301.93808;3807;100;40;24;33;42;5;60;77.926902;108.408992;125.82733;83;2
3808;7133288.60028;735780.1536;298.40967;3808;100;60;33;47;61;5;70;59.637648;79.353723;90.019797;82;2
3809;7133286.85896;735776.52585;297.11691;3809;100;35;32;32;35;5;24;61.161753;111.457201;148.819535;74;2
3810;7133285.61593;735771.83112;297.80258;3810;100;35;27;32;37;5;30;70.475725;111.457201;141.362603;43;1
3811;7133285.79242;735769.07657;297.3039;3811;80;35;17;30;39;4;13;105.54009;118.163261;134.670485;65;2
3812;7133282.81016;735764.88919;299.99992;3812;48;30;27;36;47;4;10;70.475725;100.280435;113.597433;46;1
3813;7133282.1;735758.82113;299.58225;3813;50;30;13;18;21;3;7;134.670485;189.694566;240.788355;56;2
3814;7133278.70835;735750.00616;299.64858;3814;40;30;14;19;29;3;9;125.82733;180.282552;177.361583;55;2
3815;7133292.63035;735825.25077;289.75271;3815;100;35;43;47;49;5;40;48.295475;79.353723;109.404326;83;2
3816;7133290.46592;735822.90847;298.48325;3816;50;60;42;59;65;5;70;49.186646;65.424079;85.148813;87;2
3817;7133288.44521;735824.14206;303.8076;3817;100;70;41;62;63;4;75;50.121288;62.784186;87.506988;88;2
3818;7133287.57251;735832.46169;306.60941;3818;90;75;40;64;91;4;75;51.102663;61.161753;63.925239;93;2
3819;7133290.38043;735836.54405;299.62196;3819;100;75;47;66;82;4;75;45.110014;59.637648;69.74878;85;2
3820;7133290.86739;735838.37839;297.52732;3820;100;60;29;45;45;4;75;66.36473;82.397609;118.163261;79;2
3821;7133296.61337;735844.88862;308.07818;3821;100;75;19;39;58;5;75;95.574428;93.402425;94.113943;82;2
3822;7133291.57578;735853.45363;300.59074;3822;100;75;25;55;74;4;75;75.244478;69.391917;76.114454;44;1
3823;7133295.34443;735858.85131;298.66245;3823;80;40;42;46;47;4;50;49.186646;80.84258;113.597433;74;2
3824;7133264.65548;735823.10125;297.18667;3824;100;40;15;37;56;5;75;118.163261;97.863837;97.087073;96;2
3825;7133263.60776;735818.76167;297.91831;3825;100;75;26;39;49;5;75;72.768395;93.402425;109.404326;93;2
3826;7133258.79081;735817.21574;298.05782;3826;100;75;33;50;69;5;75;59.637648;75.244478;80.84258;95;2
3827;7133258.215;735813.13402;298.45153;3827;100;75;39;56;87;5;75;52.134364;68.346817;66.36473;96;2
3828;7133256.61309;735810.13114;297.50989;3828;100;75;32;42;54;5;75;61.161753;87.506988;100.280435;96;2
3830;7133254.46239;735806.52265;297.55818;3830;100;75;30;42;54;4;75;64.514782;87.506988;100.280435;95;2
3831;7133252.70662;735802.80072;297.20208;3831;100;75;40;62;67;4;75;51.102663;62.784186;82.931424;94;2
3832;7133250.45828;735799.10234;300.29841;3832;100;40;28;37;38;4;75;68.346817;97.863837;137.92849;95;2
3833;7133247.72397;735796.71201;302.2332;3833;100;20;6;18;26;4;20;279.108697;189.694566;196.572576;91;2
3834;7133246.28938;735793.55718;300.16246;3834;30;10;16;17;18;3;8;111.457201;200.213876;279.108697;80;2
3835;7133263.49713;735823.97424;302.06427;3835;100;50;26;46;56;5;60;72.768395;80.84258;97.087073;94;2
3836;7133269.59833;735826.53305;299.01316;3836;100;75;37;64;78;4;75;54.36507;61.161753;72.768395;95;2
